Chapter Name,Section Name,Verse,Translation
அறத்துப்பால் , வெகுளாமை ,"நகையும்	உவகையும்	கொல்லும்	சினத்தின்			பகையும்	உளவோ	பிற.	","Wrath robs the face of smiles, the heart of joy, What other foe to man works such annoy? "
அறத்துப்பால் , வெகுளாமை ,"தன்னைத்தான்	காக்கின்	சினங்காக்க	காவாக்கால்			தன்னையே	கொல்லுஞ்	சினம்.	","If thou would'st guard thyself, guard against wrath alway; 'Gainst wrath who guards not, him his wrath shall slay. "
அறத்துப்பால் , வெகுளாமை ,"சினமென்னும்	சேர்ந்தாரைக்	கொல்லி	இனமென்னும்			ஏமப்	புணையைச்	சுடும்.	","Wrath, the fire that slayeth whose draweth near, Will burn the helpful 'raft' of kindred dear. "
அறத்துப்பால் , வெகுளாமை ,"சினத்தைப்	பொருளென்று	கொண்டவன்	கேடு			நிலத்தறைந்தான்	கைபிழையா	தற்று.	",The hand that smites the earth unfailing feels the sting; So perish they who nurse their wrath as noble thing. 
அறத்துப்பால் , வெகுளாமை ,"இணர்எரி	தோய்வன்ன	இன்னா	செயினும்			புணரின்	வெகுளாமை	நன்று.	","Though men should work thee woe, like touch of tongues of fire. 'Tis well if thou canst save thy soul from burning ire. "
அறத்துப்பால் , வெகுளாமை ,"உள்ளிய	தெல்லாம்	உடனெய்தும்	உள்ளத்தால்			உள்ளான்	வெகுளி	எனின்.	","If man his soul preserve from wrathful fires, He gains with that whate'er his soul desires. "
அறத்துப்பால் , வெகுளாமை ,"இறந்தார்	இறந்தார்	அனையர்	சினத்தைத்			துறந்தார்	துறந்தார்	துணை.	","Men of surpassing wrath are like the men who've passed away; Who wrath renounce, equals of all-renouncing sages they. "
அறத்துப்பால் , இன்னாசெய்யாமை ,"சிறப்பீனும்	செல்வம்	பெறினும்	பிறர்க்குஇன்னா			செய்யாமை	மாசற்றார்	கோள்.	","Though ill to neighbour wrought should glorious pride of wealth secure, No ill to do is fixed decree of men in spirit pure. "
அறத்துப்பால் , இன்னாசெய்யாமை ,"கறுத்துஇன்னா	செய்தவக்	கண்ணும்	மறுத்தின்னா			செய்யாமை	மாசற்றார்	கோள்.	","Though malice work its worst, planning no ill return, to endure, And work no ill, is fixed decree of men in spirit pure. "
அறத்துப்பால் , இன்னாசெய்யாமை ,"செய்யாமல்	செற்றார்க்கும்	இன்னாத	செய்தபின்			உய்யா	விழுமந்	தரும்.	","Though unprovoked thy soul malicious foes should sting, Retaliation wrought inevitable woes will bring. "
அறத்துப்பால் , இன்னாசெய்யாமை ,"இன்னாசெய்	தாரை	ஒறுத்தல்	அவர்நாண			நன்னயஞ்	செய்து	விடல்.	","To punish wrong, with kindly benefits the doers ply; Thus shame their souls; but pass the ill unheeded by. "
அறத்துப்பால் , இன்னாசெய்யாமை ,"அறிவினான்	ஆகுவ	துண்டோ	பிறிதின்நோய்			தந்நோய்போல்	போற்றாக்	கடை.	","From wisdom's vaunted lore what doth the learner gain, If as his own he guard not others' souls from pain? "
அறத்துப்பால் , இன்னாசெய்யாமை ,"இன்னா	எனத்தான்	உணர்ந்தவை	துன்னாமை			வேண்டும்	பிறன்கண்	செயல்.	","What his own soul has felt as bitter pain, From making others feel should man abstain. "
அறத்துப்பால் , இன்னாசெய்யாமை ,"எனைத்தானும்	எஞ்ஞான்றும்	யார்க்கும்	மனத்தானாம்			மாணாசெய்	யாமை	தலை.	","To work no wilful woe, in any wise, through all the days, To any living soul, is virtue's highest praise. "
அறத்துப்பால் , இன்னாசெய்யாமை ,"தன்னுயிர்ககு	ஏன்னாமை	தானறிவான்	என்கொலோ			மன்னுயிர்க்கு	இன்னா	செயல்.	","Whose soul has felt the bitter smart of wrong, how can He wrongs inflict on ever-living soul of man? "
அறத்துப்பால் , இன்னாசெய்யாமை ,"பிறர்க்கின்னா	முற்பகல்	செய்யின்	தமக்குஇன்னா			பிற்பகல்	தாமே	வரும்.	","If, ere the noontide, you to others evil do, Before the eventide will evil visit you. "
அறத்துப்பால் , இன்னாசெய்யாமை ,"நோயெல்லாம்	நோய்செய்தார்	மேலவாம்	நோய்செய்யார்			நோயின்மை	வேண்டு	பவர்.	",O'er every evil-doer evil broodeth still; He evil shuns who freedom seeks from ill. 
அறத்துப்பால் , கொல்லாமை ,"அறவினை	யாதெனின்	கொல்லாமை	கோறல்			பிறவினை	எல்லாந்	தரும்.	",What is the work of virtue? 'Not to kill'; For 'killing' leads to every work of ill. 
அறத்துப்பால் , கொல்லாமை ,"பகுத்துண்டு	பல்லுயிர்	ஓம்புதல்	நூலோர்			தொகுத்தவற்றுள்	எல்லாந்	தலை.	",Let those that need partake your meal; guard every-thing that lives; This the chief and sum of lore that hoarded wisdom gives. 
அறத்துப்பால் , கொல்லாமை ,"ஒன்றாக	நல்லது	கொல்லாமை	மற்றதன்			பின்சாரப்	பொய்யாமை	நன்று.	","Alone, first of goods things, is 'not to slay'; The second is, no untrue word to say. "
அறத்துப்பால் , கொல்லாமை ,"நல்லாறு	எனப்படுவது	யாதெனின்	யாதொன்றும்			கொல்லாமை	சூழும்	நெறி.	","You ask, What is the good and perfect way? 'Tis path of him who studies nought to slay. "
அறத்துப்பால் , கொல்லாமை ,"நிலைஅஞ்சி	நீத்தாருள்	எல்லாம்	கொலைஅஞ்சிக்			கொல்லாமை	சூழ்வான்	தலை.	","Of those who 'being' dread, and all renounce, the chief are they, Who dreading crime of slaughter, study nought to slay. "
அறத்துப்பால் , கொல்லாமை ,"கொல்லாமை	மேற்கொண்	டொழுகுவான்	வாழ்நாள்மேல்			செல்லாது	உயிருண்ணுங்	கூற்று.	","Ev'n death that life devours, their happy days shall spare, Who law, 'Thou shall not kill', uphold with reverent care. "
அறத்துப்பால் , கொல்லாமை ,"தன்னுயிர்	நீப்பினும்	செய்யற்க	தான்பிறிது			இன்னுயிர்	நீக்கும்	வினை.	","Though thine own life for that spared life the price must pay, Take not from aught that lives gift of sweet life away. "
அறத்துப்பால் , கொல்லாமை ,"நன்றாகும்	ஆக்கம்	பெரிதெனினும்	சான்றோர்க்குக்			கொன்றாகும்	ஆக்கங்	கடை.	","Though great the gain of good should seem, the wise Will any gain by staughter won despise. "
அறத்துப்பால் , கொல்லாமை ,"கொலைவினைய	ராகிய	மாக்கள்	புலைவினையர்			புன்மை	தெரிவா	ரகத்து.	","Whose trade is 'killing', always vile they show, To minds of them who what is vileness know. "
அறத்துப்பால் , கொல்லாமை ,"உயிர்	உடம்பின்	நீக்கியார்	என்ப			செயிர்	உடம்பின்	செல்லாத்தீ	வாழ்க்கை			யவர்.	","Who lead a loathed life in bodies sorely pained, Are men, the wise declare, by guilt of slaughter stained. "
அறத்துப்பால் , நிலையாமை ,"நில்லாத	வற்றை	நிலையின	என்றுணரும்			புல்லறி	வாண்மை	கடை.	","Lowest and meanest lore, that bids men trust secure, In things that pass away, as things that shall endure! "
அறத்துப்பால் , நிலையாமை ,"கூத்தாட்டு	அவைக்குழாத்	தற்றே	பெருஞ்செல்வம்			போக்கும்	அதுவிளிந்	தற்று.	","As crowds round dancers fill the hall, is wealth's increase; Its loss, as throngs dispersing, when the dances cease. "
அறத்துப்பால் , நிலையாமை ,"அற்கா	இயல்பிற்றுச்	செல்வம்	அதுபெற்றால்			அற்குப	ஆங்கே	செயல்.	","Unenduring is all wealth; if you wealth enjoy, Enduring works in working wealth straightway employ. "
அறத்துப்பால் , நிலையாமை ,"நாளென	ஒன்றுபோற்	காட்டி	உயிர்ஈரும்			வாளது	உணர்வார்ப்	பெறின்.	","As 'day' it vaunts itself; well understood, 'tis knife', That daily cuts away a portion from thy life. "
அறத்துப்பால் , நிலையாமை ,"நாச்செற்று	விக்குள்மேல்	வாராமுன்	நல்வினை			மேற்சென்று	செய்யப்	படும்	","Before the tongue lie powerless, 'mid the gasp of gurgling breath, Arouse thyself, and do good deeds beyond the power of death. "
அறத்துப்பால் , நிலையாமை ,"நெருநல்	உளனொருவன்	இன்றில்லை	என்னும்			பெருமை	உடைத்துஇவ்	வுலகு.	","Existing yesterday, today to nothing hurled!- Such greatness owns this transitory world. "
அறத்துப்பால் , நிலையாமை ,"ஒருபொழுதும்	வாழ்வது	அறியார்	கருதுப			கோடியும்	அல்ல	பல.	","Who know not if their happy lives shall last the day, In fancies infinite beguile the hours away! "
அறத்துப்பால் , நிலையாமை ,"குடம்பை	தனித்துஒழியப்	புள்பறந்	தற்றே			உடம்பொடு	உயிரிடை	நட்பு.	","Birds fly away, and leave the nest deserted bare; Such is the short-lived friendship soul and body share. "
அறத்துப்பால் , நிலையாமை ,"உறங்கு	வதுபோலுஞ்	சாக்காடு	உறங்கி			விழிப்பது	போலும்	பிறப்பு.	",Death is sinking into slumbers deep; Birth again is waking out of sleep. 
அறத்துப்பால் , நிலையாமை ,"புக்கில்	அமைந்தின்று	கொல்லோ	உடம்பினுள்			துச்சில்	இருந்த	உயிர்க்கு.	",The soul in fragile shed as lodger courts repose:- Is it because no home's conclusive rest it knows? 
அறத்துப்பால் , துறவு ,"யாதனின்	யாதனின்	நீங்கியான்	நோதல்			அதனின்	அதனின்	இலன்.	","From whatever, aye, whatever, man gets free, From what, aye, from that, no more of pain hath he! "
அறத்துப்பால் , துறவு ,"வேண்டின்உண்	டாகத்	துறக்க	துறந்தபின்			ஈண்டுஇயற்	பால	பல.	","'Renunciation' made- ev'n here true pleasures men acquire; 'Renounce' while time is yet, if to those pleasures you aspire. "
அறத்துப்பால் , துறவு ,"அடல்வேண்டும்	ஐந்தன்	புலத்தை	விடல்வேண்டும்			வேண்டிய	வெல்லாம்	ஒருங்கு.	",'Perceptions of the five' must all expire;- Relinquished in its order each desire 
அறத்துப்பால் , துறவு ,"இயல்பாகும்	நோன்பிற்கொன்று	இன்மை	உடைமை			மயலாகும்	மற்றும்	பெயர்த்து.	",'Privation absolute' is penance true; 'Possession' brings bewilderment anew. 
அறத்துப்பால் , துறவு ,"மற்றும்	தொடர்ப்பாடு	எவன்கொல்	பிறப்பறுக்கல்			உற்றார்க்கு	உடம்பும்	மிகை.	","To those who sev'rance seek from being's varied strife, Flesh is burthen sore; what then other bonds of life? "
அறத்துப்பால் , துறவு ,"யான்	எனது	என்னும்	செருக்கு			அறுப்பான்	வானோர்க்கு	உயர்ந்த	உலகம்			புகும்.	","Who kills conceit that utters 'I' and 'mine', Shall enter realms above the powers divine. "
அறத்துப்பால் , துறவு ,"பற்றி	விடாஅ	இடும்பைகள்	பற்றினைப்			பற்றி	விடாஅ	தவர்க்கு.	","Who cling to things that cling and eager clasp, Griefs cling to them with unrelaxing grasp. "
அறத்துப்பால் , துறவு ,"தலைப்பட்டார்	தீரத்	துறந்தார்	மயங்கி			வலைப்பட்டார்	மற்றை	யவர்.	","Who thoroughly 'renounce' on highest height are set; The rest bewildered, lie entangled in the net. "
அறத்துப்பால் , துறவு ,"பற்றற்ற	கண்ணே	பிறப்பறுக்கும்	மற்று			நிலையாமை	காணப்	படும்.	","When that which clings falls off, severed is being's tie; All else will then be seen as instability. "
அறத்துப்பால் , துறவு ,"பற்றுக	பற்றற்றான்	பற்றினை	அப்பற்றைப்			பற்றுக	பற்று	விடற்கு.	","Cling thou to that which He, to Whom nought clings, hath bid thee cling, Cling to that bond, to get thee free from every clinging thing. "
அறத்துப்பால் , மெய்யுணர்தல் ,"பொருளல்ல	வற்றைப்	பொருளென்று	உணரும்			மருளானாம்	மாணாப்	பிறப்பு.	",Of things devoid of truth as real things men deem;- Cause of degraded birth the fond delusive dream! 
அறத்துப்பால் , மெய்யுணர்தல் ,"இருள்நீங்கி	இன்பம்	பயக்கும்	மருள்நீங்கி			மாசறு	காட்சி	யவர்க்கு.	","Darkness departs, and rapture springs to men who see, The mystic vision pure, from all delusion free. "
அறத்துப்பால் , மெய்யுணர்தல் ,"ஐயத்தின்	நீங்கித்	தெளிந்தார்க்கு	வையத்தின்			வானம்	நணிய	துடைத்து.	","When doubts disperse, and mists of error roll Away, nearer is heav'n than earth to sage's soul. "
அறத்துப்பால் , மெய்யுணர்தல் ,"ஐயுணர்வு	எய்தியக்	கண்ணும்	பயமின்றே			மெய்யுணர்வு	இல்லா	தவர்க்கு.	","Five-fold perception gained, what benefits accrue To them whose spirits lack perception of the true? "
அறத்துப்பால் , மெய்யுணர்தல் ,"எப்பொருள்	எத்தன்மைத்	தாயினும்	அப்பொருள்			மெய்ப்பொருள்	காண்பது	அறிவு.	","Whatever thing, of whatsoever kind it be, 'Tis wisdom's part in each the very thing to see. "
அறத்துப்பால் , மெய்யுணர்தல் ,"கற்றீண்டு	மெய்ப்பொருள்	கண்டார்	தலைப்படுவர்			மற்றீண்டு	வாரா	நெறி.	","Who learn, and here the knowledge of the true obtain, Shall find the path that hither cometh not again. "
அறத்துப்பால் , மெய்யுணர்தல் ,"ஓர்த்துள்ளம்	உள்ளது	உணரின்	ஒருதலையாப்			பேர்த்துள்ள	வேண்டா	பிறப்பு.	","The mind that knows with certitude what is, and ponders well, Its thoughts on birth again to other life need not to dwell. "
அறத்துப்பால் , மெய்யுணர்தல் ,"பிறப்பென்னும்	பேதைமை	நீங்கச்	சிறப்பென்னும்			செம்பொருள்	காண்பது	அறிவு.	","When folly, cause of births, departs; and soul can view The truth of things, man's dignity- 'tis wisdom true. "
அறத்துப்பால் , மெய்யுணர்தல் ,"சார்புணர்ந்து	சார்பு	கெடஒழுகின்	மற்றழித்துச்			சார்தரா	சார்தரு	நோய்.	","The true 'support' who knows- rejects 'supports' he sought before- Sorrow that clings all destroys, shall cling to him no more. "
அறத்துப்பால் , மெய்யுணர்தல் ,"காமம்	வெகுளி	மயக்கம்	இவ்முன்றன்			நாமம்	கெடக்கெடும்	நோய்.	","When lust and wrath and error's triple tyranny is o'er, Their very names for aye extinct, then pain shall be no more. "
அறத்துப்பால் , அவாவறுத்தல் ,"அவாஎன்ப	எல்லா	உயிர்க்கும்	எஞ்ஞான்றும்			தவாஅப்	பிறப்பீனும்	வித்து.	","The wise declare, through all the days, to every living thing. That ceaseless round of birth from seed of strong desire doth spring. "
அறத்துப்பால் , அவாவறுத்தல் ,"வேண்டுங்கால்	வேண்டும்	பிறவாமை	மற்றது			வேண்டாமை	வேண்ட	வரும்.	","If desire you feel, freedom from changing birth require! 'I' will come, if you desire to 'scape, set free from all desire. "
அறத்துப்பால் , அவாவறுத்தல் ,"வேண்டாமை	அன்ன	விழுச்செல்வம்	ஈண்டில்லை			ஆண்டும்	அஃதொப்பது	இல்.	",No glorious wealth is here like freedom from desire; To bliss like this not even there can soul aspire. 
அறத்துப்பால் , அவாவறுத்தல் ,"தூஉய்மை	என்பது	அவாவின்மை	மற்றது			வாஅய்மை	வேண்ட	வரும்.	","Desire's decease as purity men know; That, too, from yearning search for truth will grow. "
அறத்துப்பால் , அவாவறுத்தல் ,"அற்றவர்	என்பார்	அவாஅற்றார்	மற்றையார்			அற்றாக	அற்றது	இலர்.	",Men freed from bonds of strong desire are free; None other share such perfect liberty. 
அறத்துப்பால் , அவாவறுத்தல் ,"அஞ்சுவ	தோரும்	அறனே	ஒருவனை			வஞ்சிப்ப	தோரும்	அவா.	",Desire each soul beguiles; True virtue dreads its wiles. 
அறத்துப்பால் , அவாவறுத்தல் ,"அவாவினை	ஆற்ற	அறுப்பின்	தவாவினை			தான்வேண்டு	மாற்றான்	வரும்.	","Who thoroughly rids his life of passion-prompted deed, Deeds of unfailing worth shall do, which, as he plans, succeed. "
அறத்துப்பால் , அவாவறுத்தல் ,"அவாஇல்லார்க்	கில்லாகுந்	துன்பம்	அஃதுண்டேல்			தவாஅது	மேன்மேல்	வரும்.	","Affliction is not known where no desires abide; Where these are, endless rises sorrow's tide. "
அறத்துப்பால் , அவாவறுத்தல் ,"இன்பம்	இடையறா	தீண்டும்	அவாவென்னும்			துன்பத்துள்	துன்பங்	கெடின்.	","When dies away desire, that woe of woes Ev'n here the soul unceasing rapture knows. "
அறத்துப்பால் , அவாவறுத்தல் ,"ஆரா	இயற்கை	அவாநீப்பின்	அந்நிலையே			பேரா	இயற்கை	தரும்.	",Drive from thy soul desire insatiate; Straight'way is gained the moveless blissful state. 
அறத்துப்பால் , ஊழ் ,"ஆகூழால்	தோன்றும்	அசைவின்மை	கைப்பொருள்			போகூழால்	தோன்றும்	மடி.	",Wealth-giving fate power of unflinching effort brings; From fate that takes away idle remissness springs. 
அறத்துப்பால் , ஊழ் ,"பேதைப்	படுக்கும்	இழவூழ்	அறிவகற்றும்			ஆகலூழ்	உற்றக்	கடை.	",The fate that loss ordains makes wise men's wisdom foolishness; The fate that gain bestows with ampler powers will wisdom bless. 
அறத்துப்பால் , ஊழ் ,"நுண்ணிய	நூல்பல	கற்பினும்	மற்றுந்தன்			உண்மை	யறிவே	மிகும்.	","In subtle learning manifold though versed man be, 'The wisdom, truly his, will gain supremacy. "
அறத்துப்பால் , ஊழ் ,"இருவேறு	உலகத்து	இயற்கை	திருவேறு			தெள்ளிய	ராதலும்	வேறு.	",Two fold the fashion of the world: some live in fortune's light; While other some have souls in wisdom's radiance bright. 
அறத்துப்பால் , ஊழ் ,"நல்லவை	எல்லாஅந்	தீயவாம்	தீயவும்			நல்லவாம்	செல்வம்	செயற்கு.	",All things that good appear will oft have ill success; All evil things prove good for gain of happiness. 
அறத்துப்பால் , ஊழ் ,"பரியினும்	ஆகாவாம்	பாலல்ல	உய்த்துச்			சொரியினும்	போகா	தம.	","Things not your own will yield no good, howe'er you guard with pain; Your own, howe'er you scatter them abroad, will yours remain. "
அறத்துப்பால் , ஊழ் ,"வகுத்தான்	வகுத்த	வகையல்லால்	கோடி			தொகுத்தார்க்கு	துய்த்தல்	அரிது.	","Save as the 'sharer' shares to each in due degree, To those who millions store enjoyment scarce can be. "
அறத்துப்பால் , ஊழ் ,"துறப்பார்மன்	துப்புர	வில்லார்	உறற்பால			ஊட்டா	கழியு	மெனின்.	","The destitute with ascetics merit share, If fate to visit with predestined ills would spare. "
அறத்துப்பால் , ஊழ் ,"நன்றாங்கால்	நல்லவாக்	காண்பவர்	அன்றாங்கால்			அல்லற்	படுவ	தெவன்.	","When good things come, men view them all as gain; When evils come, why then should they complain? "
அறத்துப்பால் , ஊழ் ,"ஊழிற்	பெருவலி	யாவுள	மற்றொன்று			சூழினுந்	தான்முந்	துறும்.	",What powers so great as those of Destiny? Man's skill Some other thing contrives; but fate's beforehand still. 
பொருட்பால் , இறைமாட்சி ,"படைகுடி	கூழ்அமைச்சு	நட்பரண்	ஆறும்			உடையான்	அரசருள்	ஏறு.	","An army, people, wealth, a minister, friends, fort: six things- Who owns them all, a lion lives amid the kings. "
பொருட்பால் , இறைமாட்சி ,"அஞ்சாமை	ஈகை	அறிவூக்கம்	இந்நான்கும்			எஞ்சாமை	வேந்தர்க்	கியல்பு.	","Courage, a liberal hand, wisdom, and energy: these four Are qualities a king adorn for evermore. "
பொருட்பால் , இறைமாட்சி ,"தூங்காமை	கல்வி	துணிவுடைமை	இம்மூன்றும்			நீங்கா	நிலனான்	பவர்க்கு.	","A sleepless promptitude, knowledge, decision strong: These three for aye to rulers of the land belong. "
பொருட்பால் , இறைமாட்சி ,"அறனிழுக்கா	தல்லவை	நீக்கி	மறனிழுக்கா			மானம்	உடைய	தரசு.	","Kingship, in virtue failing not, all vice restrains, In courage failing not, it honour's grace maintains. "
பொருட்பால் , இறைமாட்சி ,"இயற்றலும்	ஈட்டலுங்	காத்தலும்	காத்த			வகுத்தலும்	வல்ல	தரசு.	","A king is he who treasure gains, stores up, defends, And duly for his kingdom's weal expends. "
பொருட்பால் , இறைமாட்சி ,"காட்சிக்	கெளியன்	கடுஞ்சொல்லன்	அல்லனேல்			மீக்கூறும்	மன்னன்	நிலம்	","Where king is easy of access, where no harsh word repels, That land's high praises every subject swells. "
பொருட்பால் , இறைமாட்சி ,"இன்சொலால்	ஈத்தளிக்க	வல்லார்க்குத்	தன்சொலால்			தான்கண்	டனைத்திவ்	வுலகு.	","With pleasant speech, who gives and guards with powerful liberal hand, He sees the world obedient all to his command. "
பொருட்பால் , இறைமாட்சி ,"முறைசெய்து	காப்பாற்றும்	மன்னவன்	மக்கட்கு			இறையென்று	வைக்கப்	படும்.	","Who guards the realm and justice strict maintains, That king as god o'er subject people reigns. "
பொருட்பால் , இறைமாட்சி ,"செவிகைப்பச்	சொற்பொறுக்கும்	பண்புடை	வேந்தன்			கவிகைக்கீழ்த்	தங்கும்	உலகு.	","The king of worth, who can words bitter to his ear endure, Beneath the shadow of his power the world abides secure. "
பொருட்பால் , இறைமாட்சி ,"கொடையளி	செங்கோல்	குடியோம்பல்	நான்கும்			உடையானாம்	வேந்தர்க்	கொளி.	","Gifts, grace, right sceptre, care of people's weal; These four a light of dreaded kings reveal. "
பொருட்பால் , கல்வி ,"கற்க	கசடறக்	கற்பவை	கற்றபின்			நிற்க	அதற்குத்	தக.	","So learn that you may full and faultless learning gain, Then in obedience meet to lessons learnt remain. "
பொருட்பால் , கல்வி ,"எண்ணென்ப	ஏனை	எழுத்தென்ப	இவ்விரண்டும்			கண்ணென்ப	வாழும்	உயிர்க்கு.	","The twain that lore of numbers and of letters give Are eyes, the wise declare, to all on earth that live. "
பொருட்பால் , கல்வி ,"கண்ணுடையர்	என்பவர்	கற்றோர்	முகத்திரண்டு			புண்ணுடையர்	கல்லா	தவர்.	","Men who learning gain have eyes, men say; Blockheads' faces pairs of sores display. "
பொருட்பால் , கல்வி ,"உவப்பத்	தலைக்கூடி	உள்ளப்	பிரிதல்			அனைத்தே	புலவர்	தொழில்.	","You meet with joy, with pleasant thought you part; Such is the learned scholar's wonderous art! "
பொருட்பால் , கல்வி ,"உடையார்முன்	இல்லார்போல்	ஏக்கற்றுங்	கற்றார்			கடையரே	கல்லா	தவர்.	","With soul submiss they stand, as paupers front a rich man's face; Yet learned men are first; th'unlearned stand in lowest place. "
பொருட்பால் , கல்வி ,"தொட்டனைத்	தூறும்	மணற்கேணி	மாந்தர்க்குக்			கற்றனைத்	தூறும்	அறிவு.	","In sandy soil, when deep you delve, you reach the springs below; The more you learn, the freer streams of wisdom flow. "
பொருட்பால் , கல்வி ,"யாதானும்	நாடாமால்	ஊராமால்	என்னொருவன்			சாந்துணையுங்	கல்லாத	வாறு.	","The learned make each land their own, in every city find a home; Who, till they die; learn nought, along what weary ways they roam! "
பொருட்பால் , கல்வி ,"ஒருமைக்கண்	தான்கற்ற	கல்வி	ஒருவற்கு			எழுமையும்	ஏமாப்	புடைத்து.	","The man who store of learning gains, In one, through seven worlds, bliss attains. "
பொருட்பால் , கல்வி ,"தாமின்	புறுவது	உலகின்	புறக்கண்டு			காமுறுவர்	கற்றறிந்	தார்.	","Their joy is joy of all the world, they see; thus more The learners learn to love their cherished lore. "
பொருட்பால் , கல்வி ,"கேடில்	விழுச்செல்வம்	கல்வி	யொருவற்கு			மாடல்ல	மற்றை	யவை.	",Learning is excellence of wealth that none destroy; To man nought else affords reality of joy. 
பொருட்பால் , கல்லாமை ,"அரங்கின்றி	வட்டாடி	யற்றே	நிரம்பிய			நூலின்றிக்	கோட்டி	கொளல்.	","Like those at draughts would play without the chequered square, Men void of ample lore would counsels of the learned share. "
பொருட்பால் , கல்லாமை ,"கல்லாதான்	சொற்கா	முறுதல்	முலையிரண்டும்			இல்லாதாள்	பெண்காமுற்	றற்று.	","Like those who doat on hoyden's undeveloped charms are they, Of learning void, who eagerly their power of words display. "
பொருட்பால் , கல்லாமை ,"கல்லா	தவரும்	நனிநல்லர்	கற்றார்முன்			சொல்லா	திருக்கப்	பெறின்.	","The blockheads, too, may men of worth appear, If they can keep from speaking where the learned hear! "
பொருட்பால் , கல்லாமை ,"கல்லாதான்	ஒட்பம்	கழியநன்	றாயினும்			கொள்ளார்	அறிவுடை	யார்.	","From blockheads' lips, when words of wisdom glibly flow, The wise receive them not, though good they seem to show. "
பொருட்பால் , கல்லாமை ,"கல்லா	ஒருவன்	தகைமை	தலைப்பெய்து			சொல்லாடச்	சோர்வு	படும்.	","As worthless shows the worth of man unlearned, When council meets, by words he speaks discerned. "
பொருட்பால் , கல்லாமை ,"உளரென்னும்	மாத்திரையர்	அல்லால்	பயவாக்			களரனையர்	கல்லா	தவர்.	","'They are': so much is true of men untaught; But, like a barren field, they yield us nought! "
பொருட்பால் , கல்லாமை ,"நுண்மாண்	நுழைபுலம்	இல்லான்	எழில்நலம்			மண்மாண்	புனைபாவை	யற்று.	","Who lack the power of subtle, large, and penetrating sense, Like puppet, decked with ornaments of clay, their beauty's vain pretence. "
பொருட்பால் , கல்லாமை ,"நல்லார்கண்	பட்ட	வறுமையின்	இன்னாதே			கல்லார்கண்	பட்ட	திரு.	","To men unlearned, from fortune's favour greater-evil springs Than poverty to men of goodly wisdom brings. "
பொருட்பால் , கல்லாமை ,"மேற்பிறந்தா	ராயினும்	கல்லாதார்	கீழ்ப்பிறந்தும்			கற்றார்	அனைத்திலர்	பாடு.	","Lower are men unlearned, though noble be their race, Than low-born men adorned with learning's grace. "
பொருட்பால் , கல்லாமை ,"விலங்கொடு	மக்கள்	அனையர்	இலங்குநூல்			கற்றாரோடு	ஏனை	யவர்.	","Learning's irradiating grace who gain, Others excel, as men the bestial train. "
பொருட்பால் , கேள்வி ,"செல்வத்துட்	செல்வஞ்	செவிச்செல்வம்	அச்செல்வம்			செல்வத்து	ளெல்லாந்	தலை.	",Wealth of wealth is wealth acquired be ear attent; Wealth mid all wealth supremely excellent. 
பொருட்பால் , கேள்வி ,"செவுக்குண	வில்லாத	போழ்து	சிறிது			வயிற்றுக்கும்	ஈயப்	படும்.	",When 'tis no longer time the listening ear to feed With trifling dole of food supply the body's need. 
பொருட்பால் , கேள்வி ,"செவியுணவிற்	கேள்வி	யுடையார்	அவியுணவின்			ஆன்றாரோ	டொப்பர்	நிலத்து.	","Who feed their ear with learned teachings rare, Are like the happy gods oblations rich who share. "
பொருட்பால் , கேள்வி ,"கற்றில	னாயினுங்	கேட்க	அஃதொருவற்கு			ஒற்கத்தின்	ஊற்றாந்	துணை.	","Though learning none hath he, yet let him hear alway: In weakness this shall prove a staff and stay. "
பொருட்பால் , கேள்வி ,"இழுக்கல்	உடையுழி	ஊற்றுக்கோல்	அற்றே			ஒழுக்க	முடையார்வாய்ச்	சொல்.	",Like staff in hand of him in slippery ground who strays Are words from mouth of those who walk in righteous ways. 
பொருட்பால் , கேள்வி ,"எனைத்தானும்	நல்லவை	கேட்க	அனைத்தானும்			ஆன்ற	பெருமை	தரும்.	","Let each man good things learn, for e'en as he Shall learn, he gains increase of perfect dignity. "
பொருட்பால் , கேள்வி ,"பிழைத்துணர்ந்தும்	பேதைமை	சொல்லா	ரிழைத்துணர்ந்			தீண்டிய	கேள்வி	யவர்.	","Not e'en through inadvertence speak they foolish word, With clear discerning mind who've learning's ample lessons heard. "
பொருட்பால் , கேள்வி ,"கேட்பினுங்	கேளாத்	தகையவே	கேள்வியால்			தோட்கப்	படாத	செவி.	","Where teaching hath not oped the learner's ear, The man may listen, but he scarce can hear. "
பொருட்பால் , கேள்வி ,"நுணங்கிய	கேள்விய	ரல்லார்	வணங்கிய			வாயின	ராதல்	அரிது.	","'Tis hard for mouth to utter gentle, modest word, When ears discourse of lore refined have never heard. "
பொருட்பால் , கேள்வி ,"செவியிற்	சுவையுணரா	வாயுணர்வின்	மாக்கள்			அவியினும்	வாழினும்	என்.	","His mouth can taste, but ear no taste of joy can give! What matter if he die, or prosperous live? "
பொருட்பால் , அறிவுடைமை ,"அறிவற்றங்	காக்குங்	கருவி	செறுவார்க்கும்			உள்ளழிக்க	லாகா	அரண்.	","True wisdom wards off woes, A circling fortress high; Its inner strength man's eager foes Unshaken will defy. "
